N.Registro;Tipo;Categoría;Nombre;Dirección;C.Postal;Provincia;Municipio;Localidad;Nucleo;Teléfono 1;Teléfono 2;Teléfono 3;Email;web;Q Calidad;Central Reservas;Posada Real;Plazas;GPS.Longitud;GPS.Latitud;accesible a personas con discapacidad
05/000485;Casa Rural de Alquiler;4ª - 4 Estrellas;EL ROBLEDILLO;Calle DE LA CORRALIZA 6;5130;Ávila;Solosancho;ROBLEDILLO;ROBLEDILLO;920332165;639220433;;info@turismoyactividades.es;www.turismoyactividades.es;;;;10;-4.930204;40.538063;
05/000486;Casa Rural de Alquiler;3ª - 3 Estrellas;EL MESON DE GREDOS;Calle  LA VENTA S/N;5635;Ávila;Navarredonda de Gredos;NAVARREDONDA DE GREDOS;NAVARREDONDA DE GREDOS;920 34 81 12;;;domingoarrabe@hotmail.com;www.complejorurallaventa.com;;;;6;-5.1324826;40.3619963;Si
24/000343;Casa Rural de Alquiler;2ª - 2 Estrellas;CASA CALECHA;Calle CULEBRERA S/N;24110;León;Villablino;CABOALLES DE ABAJO;CABOALLES DE ABAJO;987490110;646144367;;MIBORREN@HOTMAIL.COM;www.casacalecha.com;;;;3;-6.371289;42.95284;Si
05/000488;Casa Rural de Alquiler;4ª - 4 Estrellas;EL MOLINERO I;Calle EGIDO 110;5697;Ávila;Navatejares;CABEZAS ALTAS;CABEZAS ALTAS;620842595;;;;;;;;2;-5.5314471;40.3360424;Si
05/000489;Casa Rural de Alquiler;4ª - 4 Estrellas;EL MOLINERO II;Calle EGIDO 110;5697;Ávila;Navatejares;CABEZAS ALTAS;CABEZAS ALTAS;620842595;;;;;;;;2;-5.5314471;40.3360424;Si
09/000238;Hotel Rural;3ª - 3 Estrellas;EL ZAGUÁN;Calle Barquillo. 6;9340;Burgos;Lerma;LERMA;LERMA;947172165;617762547;;elzaguan.lerma@hotmail.com;www.elzaguanlerma.es;;;;24;-3.757371;42.0250538;
05/000490;Hotel Rural;4ª - 4 Estrellas;CENTRO TEMATICO DE LA NATURALEZA LO ALTO;Paraje LA MATA;5416;Ávila;Arenal (El);ARENAL (EL);ARENAL (EL);920377010;659507912;;info@loalto.com;www.loalto.com;;;;40;-5.0854682;40.2668409;
05/000491;Casa Rural de Alquiler;3ª - 3 Estrellas;EL CAPRICHO;Calle PICO DE LA SERROTA 22;5163;Ávila;Peñalba de Ávila;PEÑALBA DE AVILA;PEÑALBA DE AVILA;679394721;920224354;;Miriam21a@hotmail.com;;;;;10;-4.6826176;40.8216959;
05/000492;Casa Rural de Alquiler;3ª - 3 Estrellas;AMANECER;Calle BARRIO NUEVO 14;5320;Ávila;Cardeñosa;CARDEÑOSA;CARDEÑOSA;917398581;625929941;;;www.amanecercasarural.com;;;;2;-4.7455615;40.7419519;
05/000493;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA EL MOLINO I;Calle LA IGLESIA 14;5267;Ávila;San Bartolomé de Pinares;SAN BARTOLOME DE PINARES;SAN BARTOLOME DE PINARES;920206204;685886664;;;www.casasdegredos.com;;;;10;-4.5399363;40.5425362;
05/000494;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA EL MOLINO II;Calle LA IGLESIA 14 BIS;5267;Ávila;San Bartolomé de Pinares;SAN BARTOLOME DE PINARES;SAN BARTOLOME DE PINARES;920206204;685886664;;;www.casasdegredos.com;;;;2;-4.5399363;40.5425362;
34/000191;Hotel Rural;3ª - 3 Estrellas;MOLINO DE VALDESGARES;Paseo  VALDESGARES 36;34840;Palencia;Cervera de Pisuerga;CERVERA DE PISUERGA;CERVERA DE PISUERGA;979871029;615142731;;info@molinovaldesgares.com y reservas@molinovaldesgares.com;www.molinovaldesgares.com;;;;11;-4.500016;42.857961;
42/000146;Casa Rural de Alquiler;3ª - 3 Estrellas;LA SIERRA;Carretera DE VELILLA S/N;42127;Soria;Serón de Nágima;SERON DE NAGIMA;SERON DE NAGIMA;691032192;;;info@casalasierra.com;www.casalasierra.com;;;;10;-2.2025113;41.4958532;Si
05/000495;Hotel Rural;3ª - 3 Estrellas;LA QUINTA DEL CHOCOLATERO;Calle ONTANILLA 14;5697;Ávila;Navatejares;NAVATEJARES;NAVATEJARES;639229205;;;info@laquintadelchocolatero.com;www.laquintadelchocolatero.com;;;;14;-5.5310669;40.334952;Si
40/000175;Casa Rural;4ª - 4 Estrellas;EL CABAÑON DEL DURATÓN;Calle SOLA 21;40332;Segovia;San Miguel de Bernuy;SAN MIGUEL DE BERNUY;SAN MIGUEL DE BERNUY;921529111;676190570;;info@casaruralelcabañon.com;www.casaruralelcabañon.com;;;;10;-3.9521081;41.3977416;Si
34/000192;Casa Rural de Alquiler;2ª - 2 Estrellas;LA CUADRA DE LA TILA;Calle ARRABALES DE LA BARDISQUERA;34800;Palencia;Castrejón de la Peña;ROSCALES DE LA PEÑA;ROSCALES DE LA PEÑA;678860910;637794212;;;www.latilacasarural.com;;;;4;-4.625658;42.768061;
37/000328;Casa Rural de Alquiler;4ª - 4 Estrellas;LOS MONTEROS;Calle ACACIAS. S/N.;37621;Salamanca;Aldeanueva de la Sierra;ALDEANUEVA DE LA SIERRA;ALDEANUEVA DE LA SIERRA;678944232;923265267;;losmonteros1@hotmail.com;www.casarurallosmonteros.com;;;;4;-6.1005157;40.6163072;
47/000093;Hotel Rural;3ª - 3 Estrellas;DOÑA ELVIRA-NAVA;Calle EMPEDRADA 2;47500;Valladolid;Nava del Rey;NAVA DEL REY;NAVA DEL REY;983850477;983837251;;consvillaescusa@gmail.com;;;;;42;-5.0832232;41.3319794;Si
47/000094;Casa Rural;5ª - 5 Estrellas;BEAUTIFUL ALAMEDAS;Calle REAL 146;47520;Valladolid;Castronuño;CASTRONUÑO;CASTRONUÑO;638087774;983866138;;mariajosecelemin@gmail.com;;;;;13;-5.2672256;41.3888599;Si
47/000092;Casa Rural de Alquiler;3ª - 3 Estrellas;LINDOS HUESPEDES;Calle MORAL VIEJO 1;47134;Valladolid;Villasexmir;VILLASEXMIR;VILLASEXMIR;659578605;608309807;;info@lindascasas.es;www.lindascasas.es;;;;16;-5.065932;41.6390325;
40/000177;Posada;3ª - 3 Estrellas;LA CASA VIEJA;Plaza SANTIAGO 7;40370;Segovia;Turégano;TUREGANO;TUREGANO;921500831;606115186;;infor@lacasavieja.net;www.lacasavieja.net;;;;14;-4.0067583;41.1551527;Si
24/000344;Hotel Rural;3ª - 3 Estrellas;EL SABINAR;Plaza  REPUBLICA ARGENTINA 1;24980;León;Crémenes;CREMENES;CREMENES;987711058;626608892;;estefania@elsabinar.net;www.elsabinar.net;;;;14;-5.1431235;42.9036525;Si
40/000179;Casa Rural;4ª - 4 Estrellas;LA FUENTE DEL POVAL;Calle  ANGEL REBOLLO. 9;40182;Segovia;Caballar;CABALLAR;CABALLAR;626215457;921434095;;lafuente@lafuentecasarural.com;www.lafuentecasarural.com;;;;8;-3.9646602;41.1187544;Si
40/000174;Casa Rural;4ª - 4 Estrellas;LA FRESNEDA  DE TENZUELA;Camino CAMINO DE SANTO DOMINGO SN;40392;Segovia;Pelayos del Arroyo;TENZUELA;TENZUELA;654137742;921496159;;casaruraltenzuela@gmail.com;;;;;11;-3.98513;41.057726;Si
40/000178;Casa Rural;2ª - 2 Estrellas;EL ARADO;Calle  REAL 10;40142;Segovia;Marugán;MARUGAN;MARUGAN;921196288;636475646;;elaradomarugan@yahoo.es;www.elarado.es;;;;6;-4.3835969;40.8980304;
24/000345;Casa Rural de Alquiler;3ª - 3 Estrellas;LAS GOLONDRINAS;Calle CASTILLO. 44;24275;León;Rioseco de Tapia;TAPIA DE LA RIBERA;TAPIA DE LA RIBERA;987205154;696793475;;info@tapiarural.com;www.tapiarural.comwww.lasgolondrinas-rural.com;;;;6;-5.7826014;42.7480271;
49/000125;Casa Rural de Alquiler;3ª - 3 Estrellas;LA SOLANA DE SANZOLES. EL VISO;Calle COLON 2;49152;Zamora;Sanzoles;SANZOLES;SANZOLES;980671321;650421139;;lasolana@anadur.net;www.lasolanadesanzoles.com;;;;8;-5.5682665;41.4322731;Si
49/000126;Casa Rural de Alquiler;3ª - 3 Estrellas;LA SOLANA DE SANZOLES. LOS VIVALES;Calle COLÓN 2;49152;Zamora;Sanzoles;SANZOLES;SANZOLES;980671321;650421139;;lasolana@anadur.net;www.lasolanadesanzoles.com;;;;6;-5.5682665;41.4322731;Si
49/000127;Casa Rural de Alquiler;3ª - 3 Estrellas;LA SOLANA DE SANZOLES.EL ENCINAR;Calle COLON 2;49152;Zamora;Sanzoles;SANZOLES;SANZOLES;980671321;650421139;;lasolana@anadur.net;www.lasolanadesanzoles.com;;;;2;-5.5682665;41.4322731;Si
49/000128;Casa Rural de Alquiler;3ª - 3 Estrellas;LA SOLANA DE SANZOLES. PEÑA TAJADA;Calle COLON 2;49152;Zamora;Sanzoles;SANZOLES;SANZOLES;980671321;650421139;;lasolana@anadur.net;www.lasolanadesanzoles.com;;;;2;-5.5682665;41.4322731;Si
24/000346;Casa Rural de Alquiler;3ª - 3 Estrellas;LA CURUJA;Calle OTEIRO. 4;24319;León;Noceda del Bierzo;NOCEDA;NOCEDA;605968753;676563866;;;;;;;6;-6.3994511;42.7136725;
37/000329;Casa Rural de Alquiler;3ª - 3 Estrellas;LAS ERAS;Calle ANSELMO HERNANDEZ 3  2º;37726;Salamanca;Cerro (El);CERRO (EL);CERRO (EL);923411773;678872122;;reyesfernandezgarcia@hotmail.com;www.casarural-sierradebejar.com;;;;5;-5.9161208;40.3283269;
40/000183;Casa Rural;2ª - 2 Estrellas;"EL LABRIEGO - A""";Calle  MORERIA 5;40529;Segovia;Corral de Ayllón;CORRAL DE AYLLON;CORRAL DE AYLLON;921555052;676107414;;ellabriegoencorral@yahoo.es;www.casaruralellabriego.com;;;;4;-3.45966;41.3918438;
40/000184;Casa Rural;2ª - 2 Estrellas;EL LABRIEGO - B;Calle MORERIA 5;40520;Segovia;Corral de Ayllón;CORRAL DE AYLLON;CORRAL DE AYLLON;676107414;676107414;;ellabriegoencorral@yahoo.es;casaruralellabriego.com;;;;6;-3.45966;41.3918438;
24/000347;Casa Rural de Alquiler;3ª - 3 Estrellas;LOS FRESNOS;Calle ARRIBA 2;24136;León;Murias de Paredes;LAZADO;LAZADO;606929832;;;CTRELUROGALLO@HOTMAIL.COM;www.lazado.com;;;;6;-6.222875;42.8089525;
24/000348;Casa Rural de Alquiler;2ª - 2 Estrellas;EL LLAO;Calle arriba 2;24136;León;Murias de Paredes;LAZADO;LAZADO;606929832;;;ctrelurogallo@hotmail.com;www.lazado.com;;;;4;-6.222875;42.8089525;
24/000349;Hotel Rural;2ª - 2 Estrellas;SEÑORIO DE LOS BAZAN;Avenida  Via de la Plata 25;24764;León;Palacios de la Valduerna;PALACIOS DE LA VALDUERNA;PALACIOS DE LA VALDUERNA;987665628;676338816;;reservas@senoriodelosbazan.com;www.senoriodelosbazan.com;;;;20;-5.9342131;42.3268382;Si
40/000185;Casa Rural;3ª - 3 Estrellas;LOS PRADOS;Carretera DEL CUBILLO S/N;40181;Segovia;Turégano;CUESTA (LA);CUESTA (LA);921404359;921404380;658903505;casaruralelprado@asinosva.com;www.asinosva.com;;;;9;-3.9613451;41.082021;
47/000095;Casa Rural de Alquiler;3ª - 3 Estrellas;LA OTRA CASA;Calle MAYOR 9;47639;Valladolid;Villalba de los Alcores;VILLALBA DE LOS ALCORES;VILLALBA DE LOS ALCORES;983721692;983721519;;;;;;;7;-4.8592171;41.8633932;Si
09/000239;Hotel Rural;3ª - 3 Estrellas;VERDEANCHO;Calle EL CORRO 11;9250;Burgos;Belorado;BELORADO;BELORADO;947580261;;;info@casaverdeancho.com;www.casaverdeancho.com;;;;16;-3.188347;42.420214;
09/000237;Casa Rural;3ª - 3 Estrellas;VILLA ABELESTE;Calle La Granja. 1;9318;Burgos;Fuentelisendo;FUENTELISENDO;FUENTELISENDO;947511788;646205816;;villaabeleste@hotmail.com;www.abelesterural.com;;;;12;-3.9022975;41.6219586;
24/000352;Casa Rural de Alquiler;4ª - 4 Estrellas;EL CASAR DEL PUENTE I;Calle EL PUENTE. s/n;24911;León;Boca de Huérgano;BOCA DE HUERGANO;BOCA DE HUERGANO;669752148;;;correo@elcasardelpuente.es;www.elcasardelpuente.es;;;;4;-4.9256814;42.9729312;Si
24/000353;Casa Rural de Alquiler;4ª - 4 Estrellas;EL CASAR DEL PUENTE II;Calle EL PUENTE. s/n;24911;León;Boca de Huérgano;BOCA DE HUERGANO;BOCA DE HUERGANO;669752148;987059961;;correo@elcasardelpuente.es;www.elcasardelpuente.es;;;;4;-4.9256814;42.9729312;Si
05/000500;Casa Rural de Alquiler;3ª - 3 Estrellas;LA CASA DE PIEDRA;Calle CRUZ 34;5635;Ávila;Navarredonda de Gredos;NAVARREDONDA DE GREDOS;NAVARREDONDA DE GREDOS;920348047;650901899;;refugiodegredos@gmail.com;www.refugiodegredos.com;;;;6;-5.1355014;40.3623099;
24/000354;Casa Rural de Alquiler;3ª - 3 Estrellas;EL JUNCAL;Calle REAL. 3;24890;León;Garrafe de Torío;RIOSEQUINO DE TORIO;RIOSEQUINO DE TORIO;987255034;;;;;;;;10;-5.5682366;42.7018281;
05/000503;Casa Rural de Alquiler;3ª - 3 Estrellas;EL PINTA I;Calle SANTA MARGARITA 100  BAJO;5630;Ávila;Santiago del Tormes;ALISEDA DE TORMES (LA);ALISEDA DE TORMES (LA);649916121;920346357;;info@casaruralelpinta.com;;;;;2;-5.3978029;40.3305349;
05/000504;Casa Rural de Alquiler;3ª - 3 Estrellas;EL PINTA II;Calle SANTA MARGARITA 100  1;5630;Ávila;Santiago del Tormes;ALISEDA DE TORMES (LA);ALISEDA DE TORMES (LA);649916121;920346357;;info@casaruralelpinta.com;;;;;4;-5.3978029;40.3305349;
09/000241;Casa Rural de Alquiler;3ª - 3 Estrellas;EL SOCAIRE DEL TRASGO;Barrio DE ARRIBA 43;9571;Burgos;Alfoz de Santa Gadea;SANTA GADEA;SANTA GADEA;942773275;639288277;;casatrasgo@gmail.com;;;;;8;-3.9485614;42.9560507;Si
42/000148;Casa Rural de Alquiler;3ª - 3 Estrellas;MIRAMONTES;Calle BARRANCO 3;42190;Soria;Aldehuela de Periáñez;CANOS;CANOS;629913097;;;soriamiramontes@gmail.com;www.soriamiramontes.com;;;;7;-2.3177614;41.8286323;
37/000331;Casa Rural;4ª - 4 Estrellas;LAS AHIJADERAS;Finca LAS AHIJADERAS DE PEDRO LLEN;37454;Salamanca;Veguillas (Las);VEGUILLAS (LAS);VEGUILLAS (LAS);923380001;923380126;;info@huntinspain.com;www.lasahijaderas.com;;;;14;-5.831725;40.7158295;Si
40/000187;Casa Rural;3ª - 3 Estrellas;DEL  PORTALON;Calle LAS ERAS. 20;40151;Segovia;Ituero y Lama;ITUERO Y LAMA;ITUERO Y LAMA;638005261;;;info@casadelportalon.com;www.casadelportalon.com;;;;10;-4.3785688;40.8003001;Si
37/000330;Casa Rural de Alquiler;2ª - 2 Estrellas;VIA DE LA PLATA II;Calle DE LA IGLESIA s/n;37768;Salamanca;Fuenterroble de Salvatierra;FUENTERROBLE DE SALVATIERRA;FUENTERROBLE DE SALVATIERRA;637714698;923613198;;milidisan@hotmail.com;;;;;6;-5.731613;40.565022;
05/000506;Casa Rural de Alquiler;2ª - 2 Estrellas;RIOFRAGUAS;Calle RIOFRAGUAS S/N;5695;Ávila;Horcajada (La);HORCAJADA (LA);HORCAJADA (LA);920364001;;;ayto.lahorcajada@gmail.com;www.lahorcajada.org;;;;4;-5.4612511;40.4394575;Si
40/000186;Casa Rural;4ª - 4 Estrellas;LA CHATARRERIA DE FERREROS;Calle  COFRADIA. 22-24;40422;Segovia;Otero de Herreros;OTERO DE HERREROS;OTERO DE HERREROS;921483397;653807357;;info@casaruralferreros.es;www.casaruralferreros.es;;;;15;-4.2075926;40.8219895;
09/000242;Casa Rural de Alquiler;3ª - 3 Estrellas;EL SOCAIRE DEL TRASGO  2;Barrio de Arriba 43;9571;Burgos;Alfoz de Santa Gadea;SANTA GADEA;SANTA GADEA;942773275;639288277;;casatrasgo@gmail.com;;;;;2;-3.9485614;42.9560507;Si
34/000195;Casa Rural de Alquiler;3ª - 3 Estrellas;"""RINCÓN DEL CERRATO""";Calle  GENERAL FRANCO. 15;34208;Palencia;Soto de Cerrato;SOTO DE CERRATO;SOTO DE CERRATO;979770483;687328941;;;;;;;10;-4.4303248;41.9527682;
40/000188;Casa Rural;4ª - 4 Estrellas;VIEJO HORNO - A;Calle  ESCUELAS 16   A;40192;Segovia;Torreiglesias;TORREIGLESIAS;TORREIGLESIAS;921509420;659283751;;viejohorno@outlook.com;www.viejohorno.com;;;;4;-4.033038;41.1016052;Si
40/000189;Casa Rural;4ª - 4 Estrellas;VIEJO HORNO - B;Calle  ESCUELAS 16   B;40192;Segovia;Torreiglesias;TORREIGLESIAS;TORREIGLESIAS;921509420;659283751;;viejohorno@outlook.com;www.viejohorno.com;;;;2;-4.033038;41.1016052;
37/000333;Casa Rural;3ª - 3 Estrellas;LA CASA CHACINERA;Calle ENRIQUE FRAILE 48  2º;37710;Salamanca;Candelario;CANDELARIO;CANDELARIO;923413283;676858927;;info@lacasachacinera.es;www.lacasachacinera.com;;;;16;-5.739773;40.3650947;Si
47/000096;Hotel Rural;3ª - 3 Estrellas;POZOLICO;Calle CORRO SANTO DOMINGO 9 BIS;47862;Valladolid;Urueña;URUEÑA;URUEÑA;983717481;699633241;;mokshapedro@hotmail.com;www.pozolico.com;;;;20;-5.2021087;41.7261253;Si
47/000097;Casa Rural de Alquiler;4ª - 4 Estrellas;LA PANERA DEL SACRISTÁN;Calle REAL S/N;47870;Valladolid;Tiedra;TIEDRA;TIEDRA;983791632;616694903;;info@lapaneradelsacristan.com;www.lapaneradelsacristan.com;;;;4;-5.265138;41.6522742;
37/000334;Casa Rural de Alquiler;3ª - 3 Estrellas;EL MIRADOR DE LA VELETA;Calle LA CERRADA 10;37660;Salamanca;Miranda del Castañar;MIRANDA DEL CASTAÑAR;MIRANDA DEL CASTAÑAR;923181252;696442955;;laveleta@casaruralelmirador.com;www.casaruralelmirador.com;;;;8;-5.99583;40.482233;Si
24/000355;Casa Rural de Alquiler;3ª - 3 Estrellas;VALDECARRO;Calle DEL MONTE 4;24891;León;Garrafe de Torío;GARRAFE DE TORIO;GARRAFE DE TORIO;987213576;610 677298;;;WWW.CASALASVIGASYVALDECARRO.COM;;;;5;-5.5238689;42.7325352;
05/000507;Casa Rural;4ª - 4 Estrellas;EL DESCANSO I;Calle JOSE ANTONIO 19;5147;Ávila;Gallegos de Sobrinos;GALLEGOS DE SOBRINOS;GALLEGOS DE SOBRINOS;617657791;;;casaruralgallegosdesobrinos@yahoo.es;;;;;9;-5.1119709;40.7163794;
09/000245;Casa Rural de Alquiler;3ª - 3 Estrellas;LA CASA DE LA ABUELA PILAR;Calle LA FUENTE 10;9451;Burgos;Arauzo de Miel;ARAUZO DE MIEL;ARAUZO DE MIEL;662133090;;;lacasadelaabuelapilar@ono.com;www.lacasadelaabuelapilar.com;;;;9;-3.3866785;41.8593535;
49/000131;Casa Rural;2ª - 2 Estrellas;ARZOBISPO MAYORAL;Calle Zamora 9;49120;Zamora;Molacillos;MOLACILLOS;MOLACILLOS;980511907;607430951;;luismercedes@ono.com;www.arzobispomayoral.com;;;;16;-5.6617456;41.5817483;Si
42/000151;Casa Rural de Alquiler;3ª - 3 Estrellas;LA CAPELLANIA;Calle LA HIEDRA 18;42153;Soria;Royo (El);ROYO (EL);ROYO (EL);975271093;680584091;;martapalacios88@hotmail.com;casarurallacapellania.com;;;;7;-2.6444923;41.9074594;
09/000246;Hotel Rural;3ª - 3 Estrellas;RINCON DE GADEA;Barrio de  Abajo s/n;9571;Burgos;Alfoz de Santa Gadea;SANTA GADEA;SANTA GADEA;942773312;699164659;;rincondegadea@yahoo.es;www.elrincondegadea.com;;;;22;-3.9485614;42.9560507;Si
40/000195;Casa Rural;4ª - 4 Estrellas;HOSPEDERIA DE GEMMA;Travesía  COLOMBIA. 2;40196;Segovia;Lastrilla (La);LASTRILLA (LA);LASTRILLA (LA);921441378;655815820;;info@hospederiadegemma.com;wwwhospederiadegemme.com;;;;10;-4.096511;40.9615299;
37/000336;Casa Rural;3ª - 3 Estrellas;LA CASA DEL MEDICO;Calle  SALAS POMBO 12;37531;Salamanca;Serradilla del Arroyo;SERRADILLA DEL ARROYO;SERRADILLA DEL ARROYO;923489001;639307406;;alcalde@serradilladelarroyo.es;;;;;12;-6.3645019;40.5210984;
40/000194;Casa Rural;3ª - 3 Estrellas;VILLA LUCIA;Calle  SUBIDA A LOS HIDALGOS. 9;40318;Segovia;Castroserna de Abajo;CASTROSERNA DE ABAJO;CASTROSERNA DE ABAJO;9215038887;606645332;;villalucuarural@hotmail.com;www.villaluciarural.+K;;;;5;-3.7347772;41.2073187;Si
49/000132;Casa Rural de Alquiler;4ª - 4 Estrellas;LA PANERA DE PERILLA;Calle LA PANERA s/n;49145;Zamora;Perilla de Castro;PERILLA DE CASTRO;PERILLA DE CASTRO;619278847;619278847;;administracion@panera.es;www.panera.es;;;;10;-5.876656;41.725663;Si
24/000357;Casa Rural de Alquiler;4ª - 4 Estrellas;EL ENCANTO DE VALLEVAL;Calle VALLEVAL s/n;24916;León;Oseja de Sajambre;SOTO DE SAJAMBRE;SOTO DE SAJAMBRE;600202658;636475351;;informacion@casabrigida.com;elencantodelvalleval.com / www.escapadaromantica.es;;;;5;-5.032865;43.163394;Si
37/000337;Casa Rural de Alquiler;3ª - 3 Estrellas;LA CASITA;Calle SAN SEBASTIAN.8;37220;Salamanca;Fregeneda (La);FREGENEDA (LA);FREGENEDA (LA);923521194;647275989;;;;;;;6;-6.8645243;40.9880893;
34/000197;Hotel Rural;3ª - 3 Estrellas;"""SAN HIPOLITO""";Plaza  SAN HIPOLITO EL REAL. S/N;34439;Palencia;Támara de Campos;TAMARA DE CAMPOS;TAMARA DE CAMPOS;979810492;669313252;630034726;pesquisas@sanhipolito.com;www.sanhipolito.com;;;;17;-4.3938274;42.2031094;
05/000510;Casa Rural de Alquiler;3ª - 3 Estrellas;EL ROBLEDO;Calle LARGA 14;5560;Ávila;Muñotello;MUÑOTELLO;MUÑOTELLO;920206204;685886664;;;www.casasgredos.com;;;;10;-5.0428654;40.5410793;
42/000152;Hotel Rural;3ª - 3 Estrellas;CASA LA JUANA;Travesía DEL EGIDO 16;42160;Soria;Almarza;ALMARZA;ALMARZA;975250153;;;pilarnieto@hotmail.com;;;;;28;-2.468039;41.947244;
05/000512;Casa Rural de Alquiler;3ª - 3 Estrellas;FUENTECILLAS;Carretera TREMEDAL 43;5610;Ávila;Becedas;BECEDAS;BECEDAS;923430055;615319894;;;;;;;7;-5.6365468;40.4017421;
37/000338;Casa Rural de Alquiler;4ª - 4 Estrellas;EL CONDADO;Calle LA GOLPINA 7;37480;Salamanca;Fuentes de Oñoro;FUENTES DE OÑORO;FUENTES DE OÑORO;923473074;626205760;;elcondado@elcondadoturismo.com;www.elcondadoturismo.com;;;;8;-6.8131439;40.589813;Si
40/000197;Casa Rural;4ª - 4 Estrellas;ABUELO REGINO;Calle  REAL. 9;40180;Segovia;Pelayos del Arroyo;TENZUELA;TENZUELA;620958106;629222138;916845023;palmardemilenio@hotmail.com;www.casasruralesentenzuela.com;;;;8;-4.0266956;41.0265225;
09/000248;Casa Rural;3ª - 3 Estrellas;LA PEDRAJA DE ATAPUERCA;Calle La Horna;9199;Burgos;Arlanzón;GALARDE;GALARDE;682059699;;;;www.juntoaburgos.com;;;;12;-3.4116014;42.3369772;
05/000514;Casa Rural de Alquiler;3ª - 3 Estrellas;EL NIDO;Calle ABAJO 60 BIS;5621;Ávila;Solana de Ávila;SOLANA DE AVILA;SOLANA DE AVILA;625106717;;;;;;;;2;-5.6123048;40.3151516;
47/000100;Casa Rural;3ª - 3 Estrellas;LOS ROBLES;Calle C/ CORPUS CRISTI. 3;47311;Valladolid;Fompedraza;FOMPEDRAZA;FOMPEDRAZA;656717607;656734506;;admin@losroblesrural.com;;;;;10;-4.1447755;41.535555;
09/000243;Casa Rural de Alquiler;2ª - 2 Estrellas;REOYO I;Calle Reoyo 17;9317;Burgos;Mambrilla de Castrejón;MAMBRILLA DE CASTREJON;MAMBRILLA DE CASTREJON;947540444;;;casaruralreoyo@gmail.com;www.casaruralreoyo.com;;;;10;-3.9852944;41.66597;
09/000244;Casa Rural de Alquiler;2ª - 2 Estrellas;REOYO II;Calle Reoyo 19;9317;Burgos;Mambrilla de Castrejón;MAMBRILLA DE CASTREJON;MAMBRILLA DE CASTREJON;947540444;;;casaruralreoyo@gmail.com;www.casaruralreoyo.com;;;;4;-3.9852944;41.66597;
05/000515;Casa Rural de Alquiler;2ª - 2 Estrellas;LA CASA DEL CUERO (CIERRE TEMPORAL);Calle RINCÓN 6;5492;Ávila;Poyales del Hoyo;POYALES DEL HOYO;POYALES DEL HOYO;685109020;675609384;;cueromanjon@gmail.com;;;;;8;-5.1609715;40.1746146;
49/000136;Posada;3ª - 3 Estrellas;BALNEARIO DE ALMEIDA - LA DAMA VERDE;Calle Hervidero s/n;49210;Zamora;Almeida de Sayago;ALMEIDA DE SAYAGO;ALMEIDA DE SAYAGO;980612130;690671701;;info@balneariodealmeida.com;www.ladamaverde.com;;;;70;-6.110807;41.264523;Si
05/000516;Casa Rural de Alquiler;3ª - 3 Estrellas;LA PANTIZUELA-LA CHICA;Calle ARRIBA 122;5633;Ávila;Navalperal de Tormes;ORTIGOSA DE TORMES;ORTIGOSA DE TORMES;658961479;920349224;;;;;;;2;-5.3041055;40.3651368;Si
05/000517;Casa Rural de Alquiler;2ª - 2 Estrellas;LA PANTIZUELA-LA GRANDE;Calle ARRIBA 122;5633;Ávila;Navalperal de Tormes;ORTIGOSA DE TORMES;ORTIGOSA DE TORMES;658961479;658961479;658984147;;;;;;4;-5.3041055;40.3651368;Si
37/000343;Casa Rural de Alquiler;3ª - 3 Estrellas;CASA OBDULIA;Calle PRINCESA 8;37258;Salamanca;Vilvestre;VILVESTRE;VILVESTRE;920250564;691411877;;casaobdulia@gmail.com;www.casaobdulia.com;;;;9;-6.7220189;41.1072311;Si
42/000154;Casa Rural de Alquiler;2ª - 2 Estrellas;LOS CELTIBEROS;Plaza SAN ESTEBAN 7;42330;Soria;San Esteban de Gormaz;SAN ESTEBAN DE GORMAZ;SAN ESTEBAN DE GORMAZ;975350356;687405300;;losceltiberos@gmail.com;www.losceltiberos.com;;;;7;-3.2038147;41.574574;
49/000138;Hotel Rural;4ª - 4 Estrellas;MARIALBA;Paraje MARIALBA LA BAJA s/n;49800;Zamora;Toro;TORO;TORO;980699430;627578924;;info@marialba.es;www.marialba.es;;;;14;-5.5272222;41.5005556;Si
37/000344;Casa Rural de Alquiler;3ª - 3 Estrellas;JARA;Calle HASTIAL. 17;37659;Salamanca;San Miguel del Robledo;SAN MIGUEL DEL ROBLEDO;SAN MIGUEL DEL ROBLEDO;923122083;646328988;;jardinesdelrobledo@wanadoo.es;www.jardinesdelrobledo.com;;;;2;-6.043399;40.5362483;
37/000345;Casa Rural de Alquiler;3ª - 3 Estrellas;RETAMA;Calle HASTIAL.17;37659;Salamanca;San Miguel del Robledo;SAN MIGUEL DEL ROBLEDO;SAN MIGUEL DEL ROBLEDO;923437566;;;jardinesdelrobledo@wanadoo.es;www.jardinesdelrobledo.com;;;;2;-6.043399;40.5362483;
40/000202;Posada;4ª - 4 Estrellas;EL RINCON DE LAS HOCES;Calle  PAJERA 11;40331;Segovia;Carrascal del Río;BURGOMILLODO;BURGOMILLODO;921529869;659592332;;info@elrincondelashoces.com;www.elrincondelashoces.com;;;;28;-3.8984067;41.3688091;
